시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명,시도명
어린이집,엘리트어린이집,광주광역시 북구 죽림마을길17번길 23(동림동),광주광역시 북구 동림동 607,35.1765874,126.8635967,광주광역시 북구청,광주광역시 북부경찰서,N,,4,2021-06-28,3620000,광주광역시 북구,광주광역시
어린이집,엠키즈어린이집,광주광역시 북구 서암대로 286-1(중흥동),광주광역시 북구 중흥동 745-7,35.1655945,126.9148401,광주광역시 북구청,광주광역시 북부경찰서,N,,3,2021-06-28,3620000,광주광역시 북구,광주광역시
어린이집,키즈랜드어린이집,광주광역시 북구 하서로 437-1(용두동),광주광역시 북구 용두동 276-2,35.2140996,126.8749958,광주광역시 북구청,광주광역시 북부경찰서,N,,30,2021-06-28,3620000,광주광역시 북구,광주광역시
어린이집,용두어린이집,광주광역시 북구 거진길 36(용두동),광주광역시 북구 용두동 419,35.2156914,126.8731834,광주광역시 북구청,광주광역시 북부경찰서,N,,4,2021-06-28,3620000,광주광역시 북구,광주광역시
어린이집,햇볕은쨍쨍어린이집,경기도 수원시 장안구 정자로 130번길 24-3,경기도 수원시 장안구 정자동 374-7,37.30192888,126.9915451,경기도 수원시청,중부경찰서,Y,5,8~9,2021-03-05,3740000,경기도 수원시,경기도
초등학교,곡반초교,경기도 수원시 권선구 덕영대로1323번길 26-14,경기도 수원시 권선구 권선동 1322,37.24687007,127.036216,경기도 수원시청,남부경찰서,Y,4,12~20,2021-03-05,3740000,경기도 수원시,경기도
어린이집,시립세곡어린이집,경기도 수원시 권선구 세류로 16,경기도 수원시 권선구 세류동 326-2,37.261881,127.005565,경기도 수원시청,서부경찰서,Y,4,8,2021-03-05,3740000,경기도 수원시,경기도
초등학교,금곡초교,경기도 수원시 권선구 서수원로617번길 30,경기도 수원시 권선구 금곡동 13-2,37.27970733,126.9526667,경기도 수원시청,서부경찰서,Y,2,7,2021-03-05,3740000,경기도 수원시,경기도
초등학교,능실초교,경기도 수원시 권선구 호매실로165번길 28,경기도 수원시 권선구 호매실동 1391,37.25971994,126.9560536,경기도 수원시청,서부경찰서,Y,3,8,2021-03-05,3740000,경기도 수원시,경기도
어린이집,아하키즈어린이집,경기도 수원시 영통구 매여울로 40번길 63,경기도 수원시 영통구 매탄동 102-8,37.27290222,127.048448,경기도 수원시청,남부경찰서,Y,4,6,2021-03-05,3740000,경기도 수원시,경기도
유치원,학촌유치원,경기도 수원시 권선구 권중로11번길 11,경기도 수원시 권선구 권선동 1163-6,37.2563564,127.0336796,경기도 수원시청,남부경찰서,N,,6,2021-03-05,3740000,경기도 수원시,경기도
초등학교,법성초등학교,전라남도 영광군 법성면 용덕로 43,전라남도 영광군 법성면 대덕리 526,35.3593425,126.4551286062,전라남도 영광군청,전라남도 영광경찰서,Y,4,6,2020-10-01,4970000,전라남도 영광군,전라남도
유치원,중앙유치원,전라남도 영광군 영광읍 영대로 218,전라남도 영광군 영광읍 월평리 398,35.28603887,126.5087904,전라남도 영광군청,전라남도 영광경찰서,Y,2,4,2020-10-01,4970000,전라남도 영광군,전라남도
유치원,영광유치원,전라남도 영광군 영광읍 물무로3길 3-8,전라남도 영광군 영광읍 무령리 359,35.27722557,126.5136755,전라남도 영광군청,전라남도 영광경찰서,Y,4,6,2020-10-01,4970000,전라남도 영광군,전라남도
어린이집,원광어린이집,전라남도 영광군 영광읍 물무로2길 51,전라남도 영광군 영광읍 무령리 189,35.27740273,126.511106,전라남도 영광군청,전라남도 영광경찰서,Y,4,4~6,2020-10-01,4970000,전라남도 영광군,전라남도
어린이집,홍농아이원어린이집,전라남도 영광군 홍농읍 홍농로 474,전라남도 영광군 홍농읍 상하리 251-2,35.39622052,126.447976,전라남도 영광군청,전라남도 영광경찰서,Y,2,10,2020-10-01,4970000,전라남도 영광군,전라남도
어린이집,법성어린이집,전라남도 영광군 법성면 법성길1길 17-4,전라남도 영광군 법성면 법성리 498,35.36228567,126.4466821,전라남도 영광군청,전라남도 영광경찰서,Y,8,3~8,2020-10-01,4970000,전라남도 영광군,전라남도
어린이집,푸른어린이집,전라남도 영광군 영광읍 월현로 50-5,전라남도 영광군 영광읍 단주리 345-2,35.280201,126.500419,전라남도 영광군청,전라남도 영광경찰서,Y,3,5,2020-10-01,4970000,전라남도 영광군,전라남도
어린이집,영광어린이집,전라남도 영광군 영광읍 현암길 37-13,전라남도 영광군 영광읍 백학리 65-7,35.276521,126.508854,전라남도 영광군청,전라남도 영광경찰서,Y,3,5,2020-10-01,4970000,전라남도 영광군,전라남도
어린이집,아람어린이집,전라남도 영광군 영광읍 옥당로 115-30,전라남도 영광군 영광읍 녹사리 43-1,35.27052337,126.5030548,전라남도 영광군청,전라남도 영광경찰서,N,0,4~6,2020-10-01,4970000,전라남도 영광군,전라남도
어린이집,백수어린이집,전라남도 영광군 백수읍 백수로 947-5,전라남도 영광군 백수읍 양성리 369,35.282963,126.413143,전라남도 영광군청,전라남도 영광경찰서,N,0,4~7,2020-10-01,4970000,전라남도 영광군,전라남도
어린이집,새염산어린이집,전라남도 영광군 염산면 칠산로2길 7-3,전라남도 영광군 염산면 봉남리 133-69,35.21884899,126.371419,전라남도 영광군청,전라남도 영광경찰서,N,0,8,2020-10-01,4970000,전라남도 영광군,전라남도
초등학교,도학초등학교(병설유치원 포함),전라북도 정읍시 덕천면 동학로 635,전라북도 정읍시 덕천면 상학리 73-60,35.62798875,126.8191263,전라북도 정읍시청,정읍경찰서,Y,2,6,2021-03-02,4690000,전라북도 정읍시,전라북도
초등학교,백암초등학교(병설유치원 포함),전라북도 정읍시 칠보면 암축길 17,전라북도 정읍시 태인면 태남리 540-1,35.61178538,126.9508877,전라북도 정읍시청,정읍경찰서,Y,3,5,2021-03-02,4690000,전라북도 정읍시,전라북도
초등학교,서수초등학교,전라북도 군산시 서수면 항쟁로 199,전라북도 군산시 서수면 서수리 760,35.98269565,126.8767933,전라북도 군산시청,군산경찰서,Y,4,,2021-01-19,4670000,전라북도 군산시,전라북도
초등학교,군산신풍초등학교,전라북도 군산시 하나운3길 7 (나운동),전라북도 군산시 나운동 835-1,35.96377179,126.6957908,전라북도 군산시청,군산경찰서,Y,4,,2021-01-19,4670000,전라북도 군산시,전라북도
초등학교,군산수송초등학교,전라북도 군산시 월명로 312 (수송동),전라북도 군산시 수송동 396-9,35.9728167,126.7164446,전라북도 군산시청,군산경찰서,Y,4,,2021-01-19,4670000,전라북도 군산시,전라북도
초등학교,회현초등학교,전라북도 군산시 회현면 회현로 139,전라북도 군산시 회현면 대정리 139,35.91555617,126.7525765,전라북도 군산시청,군산경찰서,Y,6,,2021-01-19,4670000,전라북도 군산시,전라북도
초등학교,금암초등학교,전라북도 군산시 서수면 황등서로 351-8,전라북도 군산시 서수면 금암리 261,36.00630257,126.9067533,전라북도 군산시청,군산경찰서,Y,2,,2021-01-19,4670000,전라북도 군산시,전라북도
초등학교,문창초등학교,전라북도 군산시 공항로 394 (산북동),전라북도 군산시 산북동 2701,35.95624596,126.6549524,전라북도 군산시청,군산경찰서,Y,4,,2021-01-19,4670000,전라북도 군산시,전라북도
초등학교,대야초등학교 광산분교,전라북도 군산시 대야면 번영로 1421,전라북도 군산시 대야면 접산리 391-15,35.93568347,126.8667285,전라북도 군산시청,군산경찰서,Y,2,,2021-01-19,4670000,전라북도 군산시,전라북도
유치원,안중파랑새유치원,경기도 평택시 안중읍 삼정길 25,경기도 평택시 안중읍 삼정리 234-5,36.96567575,126.9524366,경기도 평택시청,평택경찰서,Y,1,,2020-04-28,3910000,경기도 평택시,경기도
유치원,리더스유치원,,경기도 평택시 이충동 209-4,37.0609430757,127.0729700592,경기도 평택시청,평택경찰서,Y,1,,2020-04-28,3910000,경기도 평택시,경기도
유치원,평택파랑새유치원,경기도 평택시 청룡길 107,경기도 평택시 청룡동 217-10,37.02272961,127.1254681,경기도 평택시청,평택경찰서,Y,1,,2020-04-28,3910000,경기도 평택시,경기도
유치원,창의유치원,경기도 평택시 청북읍 옥길1길 156-1,경기도 평택시 청북읍 옥길리 287-11,37.02677431,126.9111985,경기도 평택시청,평택경찰서,Y,1,,2020-04-28,3910000,경기도 평택시,경기도
유치원,사랑유치원,경기도 평택시 비전8길 2-10,경기도 평택시 비전동 1077,37.0019801,127.1069326,경기도 평택시청,평택경찰서,Y,2,,2020-04-28,3910000,경기도 평택시,경기도
유치원,드림153유치원,경기도 평택시 포승읍 여술4길 18-9,경기도 평택시 포승읍 도곡리 1135,36.9901214,126.8448764,경기도 평택시청,평택경찰서,Y,2,,2020-04-28,3910000,경기도 평택시,경기도
유치원,망상초병설,-,강원도 동해시 망상동 353-1,37.59055266,129.0901602,강원도 동해시,동해경찰서,N,,3,2021-04-12,4210000,강원도 동해시,강원도
초등학교,덕도초등학교,경기도 양주시 광적면 광적로224번길 122,경기도 양주시 광적면 석우리 525-14,37.8411578,126.9776373,경기도 양주시,양주경찰서,Y,,8,2021-03-31,5590000,경기도 양주시,경기도
유치원,대정초등학교병설유치원,전라북도 전주시 완산구 맏내로 57,전라북도 전주시 완산구 평화동2가 459,35.7858043,127.1256187,전라북도 전주시,전주완산경찰서,Y,3,,2020-10-22,6450000,전라북도,전라북도
유치원,대성초등학교병설유치원,전라북도 전주시 완산구 고덕산1길 20,전라북도 전주시 완산구 대성동 45,35.7975438,127.1777827,전라북도 전주시,전주완산경찰서,Y,3,,2020-10-22,6450000,전라북도,전라북도
유치원,다솜유치원,전라북도 전주시 완산구 하거마3길 25,전라북도 전주시 완산구 삼천동1가 672,35.79417003,127.1181804,전라북도 전주시,전주완산경찰서,Y,3,,2020-10-22,6450000,전라북도,전라북도
어린이집,광적어린이집,경기도 양주시 광적면 권율로 1444-159,경기도 양주시 광적면 가납리 76-4,37.81617718,126.9812291,경기도 양주시,양주경찰서,Y,,3,2021-03-31,5590000,경기도 양주시,경기도
어린이집,꾸러기어린이집,경기도 양주시 은현면 운하로 316-10,경기도 양주시 은현면 하패리 699-2,37.888013,127.0261556,경기도 양주시,양주경찰서,Y,,4,2021-03-31,5590000,경기도 양주시,경기도
어린이집,꿈나무어린이집,경기도 양주시 평화로1645번길 13-4,경기도 양주시 회정동 189-2,37.83616124,127.053746,경기도 양주시,양주경찰서,N,,6,2021-03-31,5590000,경기도 양주시,경기도
초등학교,남면 양덕분교초등학교,경기도 양주시 남면 은남로119번길 373,경기도 양주시 남면 한산리 272-1,37.90860539,126.9984126,경기도 양주시,양주경찰서,Y,,6,2021-03-31,5590000,경기도 양주시,경기도
어린이집,남면산업단지어린이집,경기도 양주시 남면 감악산로215번길 169,경기도 양주시 남면 구암리 152-1,37.885605,126.9711261,경기도 양주시,양주경찰서,Y,,4,2021-03-31,5590000,경기도 양주시,경기도
어린이집,남면어린이집,경기도 양주시 남면 개나리19길 52,경기도 양주시 남면 신산리 266-11,37.899225,126.976108,경기도 양주시,양주경찰서,Y,,8,2021-03-31,5590000,경기도 양주시,경기도
초등학교,남면초등학교,경기도 양주시 남면 개나리 18길 100,경기도 양주시 남면 신산리 286-2,37.89386705,126.9757569,경기도 양주시,양주경찰서,Y,,6,2021-03-31,5590000,경기도 양주시,경기도
유치원,노블키즈유치원,경기도 양주시 광적면 삼일로 4-16,경기도 양주시 광적면 가납리 704-9,37.819732,126.986625,경기도 양주시,양주경찰서,Y,,8,2021-03-31,5590000,경기도 양주시,경기도
어린이집,덕계선교어린이집,경기도 양주시 평화로1435번길 5-16,경기도 양주시 덕계동 679-3,37.819699,127.0450849,경기도 양주시,양주경찰서,Y,,4,2021-03-31,5590000,경기도 양주시,경기도
어린이집,덕계어린이집,경기도 양주시 평화로 1435번길 56,경기도 양주시 덕계동 467,37.82147118,127.0453314,경기도 양주시,양주경찰서,Y,,4,2021-03-31,5590000,경기도 양주시,경기도
초등학교,덕계초등학교,경기도 양주시 평화로 1489번길 29,경기도 양주시 덕계동 524-9,37.82302719,127.0474813,경기도 양주시,양주경찰서,Y,,12,2021-03-31,5590000,경기도 양주시,경기도
초등학교,홍농서초등학교,전라남도 영광군 홍농읍 홍농로4길 30,전라남도 영광군 홍농읍 성산리 74,35.41843976,126.4401633,전라남도 영광군청,전라남도 영광경찰서,Y,4,6,2020-10-01,4970000,전라남도 영광군,전라남도
어린이집,이화어린이집,부산광역시 사하구 사하로 74-2(감천동),부산광역시 사하구 감천동 803-17,35.088587,128.994957,부산광역시 사하구청,사하경찰서,N,0,4,2021-03-29,3340000,부산광역시 사하구,부산광역시
어린이집,대지어린이집,부산광역시 사하구 감천로 67번길 2(감천동),부산광역시 사하구 감천동 636,35.09070448,128.9996875,부산광역시 사하구청,사하경찰서,N,0,4,2021-03-29,3340000,부산광역시 사하구,부산광역시
어린이집,진성어린이집,부산광역시 사하구 오작로88번길 32(괴정동),부산광역시 사하구 괴정동 352-36,35.100464,129.003632,부산광역시 사하구청,사하경찰서,N,0,10,2021-03-29,3340000,부산광역시 사하구,부산광역시
어린이집,다대포어린이집,부산광역시 사하구 윤공단로75번길 22(다대동),부산광역시 사하구 다대동 1030-3,35.058683,128.967382,부산광역시 사하구청,사하경찰서,N,0,4,2021-03-29,3340000,부산광역시 사하구,부산광역시
유치원,간성초교병설유치원,강원도 고성군 간성읍 간성로 39번길 20,강원도 고성군 간성읍 신안리 200,38.3773055392,128.4687327341,강원도 고성군청,고성경찰서,Y,2,12,2020-10-21,4340000,강원도 고성군,강원도
대안학교,새날학교,광주광역시 광산구 평동로 29,광주광역시 광산구 삼도동 823-1,35.1289358,126.6828934,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
특수학교,선광학교,광주광역시 광산구 목련로394번길 60-3,광주광역시 광산구 신가동 303,35.1826804,126.8361208,광주광역시 광산구,광주광산경찰서,Y,2,12~15,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,수kids어린이집,광주광역시 광산구 사암로130번길 111,광주광역시 광산구 우산동 1037-4,35.1558318,126.8136998,광주광역시 광산구,광주광산경찰서,N,,6,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,서정교회어린이집,광주광역시 광산구 용보로23번길 10-23,광주광역시 광산구 송정동 270-3,35.136898,126.8022007,광주광역시 광산구,광주광산경찰서,N,,6,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,LG이노텍어린이집,광주광역시 광산구 하남산단5번로 26,광주광역시 광산구 장덕동 978-1,35.1955062,126.7974857,광주광역시 광산구,광주광산경찰서,N,,30,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,큰빛자연생태어린이집,광주광역시 광산구 박뫼길 20,광주광역시 광산구 박호동 537,35.1679636,126.7431989,광주광역시 광산구,광주광산경찰서,N,,10,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,덴마크어린이집,광주광역시 광산구 산정공원로 76-14,광주광역시 광산구 월곡동 498-3,35.1741694,126.807287,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,엘림어린이집,광주광역시 광산구 목련로219번길 102-24,광주광역시 광산구 운남동 523-23,35.1751033,126.8237929,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,지혜숲어린이집,광주광역시 광산구 첨단내촌로11번길 26,광주광역시 광산구 월계동 800-3,35.2090969,126.8353804,광주광역시 광산구,광주광산경찰서,N,,10,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,푸른솔어린이집,광주광역시 광산구 풍영정길 209,광주광역시 광산구 신창동 1094-27,35.1859312,126.8555574,광주광역시 광산구,광주광산경찰서,N,,10,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,은송아이사랑어린이집,광주광역시 광산구 월곡중앙로2번길 15,광주광역시 광산구 월곡동 611-13,35.1664307,126.811637,광주광역시 광산구,광주광산경찰서,N,,15,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,루덴스스포츠어린이집,광주광역시 광산구 신가매결길 76,광주광역시 광산구 신창동 1056-2,35.1881912,126.8408941,광주광역시 광산구,광주광산경찰서,Y,1,10,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,이솝예술어린이집,광주광역시 광산구 월계로 38,광주광역시 광산구 월계동 784-10,35.2099268,126.8328216,광주광역시 광산구,광주광산경찰서,N,,20,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,민족사관어린이집,광주광역시 광산구 수완로49번길 22,광주광역시 광산구 수완동 1469,35.1897361,126.8274975,광주광역시 광산구,광주광산경찰서,N,,12,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,해맑은어린이집,광주광역시 광산구 소촌로42번길 11-14,광주광역시 광산구 소촌동 349-1,35.1486995,126.7946355,광주광역시 광산구,광주광산경찰서,N,,6,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,W키즈어린이집,광주광역시 광산구 임방울대로216번길 6-13,광주광역시 광산구 신가동 1242,35.1801757,126.8187323,광주광역시 광산구,광주광산경찰서,N,,12,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,산새소리어린이집,광주광역시 광산구 풍영로228번길 40,광주광역시 광산구 장덕동 1261,35.1914642,126.815937,광주광역시 광산구,광주광산경찰서,N,,10,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,코알라어린이집,광주광역시 광산구 수완로52번길 1-6,광주광역시 광산구 수완동 1667,35.1898341,126.8293364,광주광역시 광산구,광주광산경찰서,N,,10,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,YMCA스포츠단어린이집,광주광역시 광산구 사암로118번길 50,광주광역시 광산구 우산동 1057-11,35.1546521,126.8102246,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,리라어린이집,광주광역시 광산구 풍영로145번길 76,광주광역시 광산구 흑석동 508,35.1838964,126.8099676,광주광역시 광산구,광주광산경찰서,Y,2,15,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,알프스어린이집,광주광역시 광산구 손재로110번길 29,광주광역시 광산구 하남동 649,35.1764077,126.7985454,광주광역시 광산구,광주광산경찰서,N,,10~15,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,프렌즈어린이집,광주광역시 광산구 하남대로261번길 16,광주광역시 광산구 신가동 1187,35.1806293,126.8226407,광주광역시 광산구,광주광산경찰서,N,,25,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,서강어린이집,광주광역시 광산구 용아로379번길 57,광주광역시 광산구 산정동 1038,35.1763013,126.8011817,광주광역시 광산구,광주광산경찰서,N,,30,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,신기한나라어린이집,광주광역시 광산구 장신로147번길 6-9,광주광역시 광산구 수완동 1113,35.1913688,126.8275345,광주광역시 광산구,광주광산경찰서,N,,12,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,썸머힐어린이집,광주광역시 광산구 장신로19번안길 23-8,광주광역시 광산구 장덕동 1473,35.1919367,126.8135639,광주광역시 광산구,광주광산경찰서,N,,12,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,후(WHO)어린이집,광주광역시 광산구 신가매결길 97,광주광역시 광산구 신창동 979-1,35.1891054,126.8408284,광주광역시 광산구,광주광산경찰서,N,,6,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,별을그리는아이어린이집,광주광역시 광산구 소촌로86번길 20-16,광주광역시 광산구 소촌동 290,35.1515177,126.7950549,광주광역시 광산구,광주광산경찰서,N,,12,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,하영예술어린이집,광주광역시 광산구 신가삼효로 15,광주광역시 광산구 신가동 470,35.1867972,126.8343646,광주광역시 광산구,광주광산경찰서,N,,8~12,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,신상록어린이집,광주광역시 광산구 송도로85번길 25,광주광역시 광산구 도산동 1214-6,35.1264023,126.7861552,광주광역시 광산구,광주광산경찰서,N,,20,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,첨단해바라기어린이집,광주광역시 광산구 첨단과기로 93-30,광주광역시 광산구 비아동 767,35.225494,126.8371937,광주광역시 광산구,광주광산경찰서,N,,6~30,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,은광어린이집,광주광역시 광산구 월곡중앙로54번길 21-7,광주광역시 광산구 월곡동 319-14,35.1714072,126.8123737,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,엠마우스어린이집,광주광역시 광산구 산정공원로71번길 32-9,광주광역시 광산구 산정동 916-3,35.1745188,126.8046867,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,신창홍익어린이집,광주광역시 광산구 신창로162번길 30,광주광역시 광산구 신창동 1148-2,35.1976848,126.842156,광주광역시 광산구,광주광산경찰서,N,,20,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,키즈영재어린이집,광주광역시 광산구 비아동원촌길 57-6,광주광역시 광산구 비아동 66-47,35.2215487,126.8278486,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,해피키즈어린이집,광주광역시 광산구 왕버들로251번길 27,광주광역시 광산구 신창동 1111,35.1982114,126.8366295,광주광역시 광산구,광주광산경찰서,N,,20,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,기쁨예능어린이집,광주광역시 광산구 송도로226번길 14,광주광역시 광산구 도산동 879,35.1333951,126.7965432,광주광역시 광산구,광주광산경찰서,Y,2,6,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,라엘어린이집,광주광역시 광산구 송도로304번길 24,광주광역시 광산구 송정동 455,35.1391675,126.8020951,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,혜화어린이집,광주광역시 광산구 용보로27번길 53,광주광역시 광산구 송정동 425-1,35.1379985,126.8031118,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,디딤돌지역아동센타,광주광역시 광산구 야촌길 9,광주광역시 광산구 신촌동 707-83,35.1393043,126.8072812,광주광역시 광산구,광주광산경찰서,N,,10,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,열린어린이집,광주광역시 광산구 원도산길 99,광주광역시 광산구 도산동 582,35.1253816,126.794797,광주광역시 광산구,광주광산경찰서,N,,6,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,세화어린이집,광주광역시 광산구 서도산길 70-8,광주광역시 광산구 도산동 1107-17,35.1287043,126.7872281,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,늘푸른어린이집,광주광역시 광산구 산정공원로28번길 15,광주광역시 광산구 월곡동 520-2,35.1705536,126.8070632,광주광역시 광산구,광주광산경찰서,N,,6~8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,오색어린이집,광주광역시 광산구 사암로339번길 39,광주광역시 광산구 월곡동 315-1,35.1729704,126.808366,광주광역시 광산구,광주광산경찰서,N,,6,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,본량어린이집,광주광역시 광산구 용수길 45,광주광역시 광산구 산수동 652-4,35.1921977,126.7475527,광주광역시 광산구,광주광산경찰서,N,,5,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,인성어린이집,광주광역시 광산구 비아안길 109,광주광역시 광산구 비아동 702-7,35.2214991,126.8221748,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,은비어린이집,광주광역시 광산구 비아로135번길 22-13,광주광역시 광산구 비아동 667-2,35.2237542,126.8196719,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,선학어린이집,광주광역시 광산구 도천북길 99-7,광주광역시 광산구 도천동 449-5,35.2157831,126.8184352,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,선창어린이집,광주광역시 광산구 신가삼효로 33-5,광주광역시 광산구 신가동 491,35.1872600,126.8359039,광주광역시 광산구,광주광산경찰서,Y,2,10,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,낙원어린이집,광주광역시 광산구 목련로382번안길 53,광주광역시 광산구 신가동 302-20,35.1796663,126.8366929,광주광역시 광산구,광주광산경찰서,N,,6,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,첨단재능어린이집,광주광역시 광산구 산월로 19,광주광역시 광산구 월계동 843-5,35.2090413,126.8394403,광주광역시 광산구,광주광산경찰서,N,,8~20,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,첨단산월어린이집,광주광역시 광산구 월봉반월길 183,광주광역시 광산구 산월동 274-2,35.20120953,126.8489988,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,소촌어린이집,광주광역시 광산구 어등대로647번길 38,광주광역시 광산구 소촌동 457-3,35.1452047,126.7938102,광주광역시 광산구,광주광산경찰서,N,,10,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,창조어린이집,광주광역시 광산구 목련로273번길 71,광주광역시 광산구 운남동 525-21,35.177002,126.8245736,광주광역시 광산구,광주광산경찰서,N,,12,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,호정어린이집,광주광역시 광산구 목련로273번길 16,광주광역시 광산구 운남동 777-5,35.1751361,126.8267115,광주광역시 광산구,광주광산경찰서,N,,10,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,아이원어린이집,광주광역시 광산구 신창로36번길 32,광주광역시 광산구 신창동 946,35.1886721,126.8390613,광주광역시 광산구,광주광산경찰서,N,,10~15,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,하바드어린이집,광주광역시 광산구 상완길 50,광주광역시 광산구 수완동 439-2,35.2019404,126.8280392,광주광역시 광산구,광주광산경찰서,N,,10,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,아테네어린이집,광주광역시 광산구 장신로309번길 7,광주광역시 광산구 신창동 1185-2,35.1925536,126.843227,광주광역시 광산구,광주광산경찰서,Y,2,10,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,그림아이들어린이집,광주광역시 광산구 임방울대로 126,광주광역시 광산구 운남동 515-13,35.1720165,126.8181829,광주광역시 광산구,광주광산경찰서,N,,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,연세어린이집,광주광역시 광산구 수등로258번길 82,광주광역시 광산구 신창동 1060-1,35.1842498,126.8422489,광주광역시 광산구,광주광산경찰서,N,,15,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,신나는어린이집,광주광역시 광산구 도산로 39,광주광역시 광산구 도산동 1029-10,35.1315531,126.7902504,광주광역시 광산구,광주광산경찰서,N,,10,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,세한어린이집,광주광역시 광산구 목련로 192-6,광주광역시 광산구 운남동 517-13,35.1710338,126.819173,광주광역시 광산구,광주광산경찰서,Y,2,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
어린이집,선우어린이집,광주광역시 광산구 첨단과기로 79-15,광주광역시 광산구 비아동 776-18,35.2237986,126.8341026,광주광역시 광산구,광주광산경찰서,Y,2,8,2019-03-04,3630000,광주광역시 광산구,광주광역시
